,p1,p2,beta
11965,397593,397587,1
11966,397593,397590,1
11967,397593,397591,1
11968,397593,397592,1
11969,397594,17632,1
11970,397594,125117,1
11971,397594,397588,1
11972,397594,397589,1
11973,397594,397591,1
11974,397594,397592,1
11975,397595,60768,1
11976,397595,244783,1
11977,397595,397589,1
11978,397595,397590,1
11979,397595,397591,1
11980,397595,397592,1
11981,397595,397593,1
11982,397596,17632,1
11983,397596,181770,1
11984,397596,189431,1
11985,397596,397591,1
11986,397596,397592,1
11987,397596,397594,1
11988,397596,397595,1
11989,397597,3449,1
11990,397597,17632,1
11991,397597,20856,1
11992,397597,279634,1
11993,397597,397591,1
11994,397597,397592,1
11995,397597,397593,1
11996,397597,397594,1
11997,397597,397595,1
11998,397598,62,1
11999,397598,17632,1
12000,397598,83245,1
12001,397598,200829,1
12002,397598,233005,1
12003,397598,397587,1
12004,397598,397592,1
12005,397598,397593,1
12006,397598,397594,1
12007,397598,397595,1
12008,397598,397596,1
12009,397599,67289,1
12010,397599,90336,1
12011,397599,232759,1
12012,397599,397594,1
12013,397599,397595,1
12014,397599,397596,1
12015,397600,242121,1
12016,397600,397595,1
12017,397600,397596,1
12018,397600,397598,1
12019,397600,397599,1
12020,397601,17632,1
12021,397601,154679,1
12022,397601,260135,1
12023,397601,281025,1
12024,397601,397596,1
12025,397601,397597,1
12026,397601,397598,1
12027,397601,397599,1
12028,397601,397600,1
12029,397602,139089,1
12030,397602,397597,1
12031,397602,397598,1
12032,397602,397599,1
12033,397602,397600,1
12034,397602,397601,1
12035,397603,17632,1
12036,397603,245177,1
12037,397603,397599,1
12038,397603,397602,1
12039,397604,1010,1
12040,397604,397599,1
12041,397604,397600,1
12042,397604,397602,1
12043,397604,397603,1
12044,397605,7565,1
12045,397605,17632,1
12046,397605,171911,1
12047,397605,397600,1
12048,397605,397601,1
12049,397605,397602,1
12050,397605,397603,1
12051,397605,397604,1
12052,397606,133160,1
12053,397606,183956,1
12054,397606,259003,1
12055,397606,397600,1
12056,397606,397601,1
12057,397606,397602,1
12058,397606,397603,1
12059,397606,397604,1
12060,397606,397605,1
12061,397607,172259,1
12062,397607,264779,1
12063,397607,285221,1
12064,397607,397601,1
12065,397607,397602,1
12066,397607,397603,1
12067,397607,397604,1
12068,397607,397605,1
12069,397607,397606,1
12070,397608,39875,1
12071,397608,53379,1
12072,397608,92512,1
12073,397608,397594,1
12074,397608,397602,1
12075,397608,397603,1
12076,397608,397604,1
12077,397608,397605,1
12078,397608,397607,1
12079,397609,121630,1
12080,397609,222739,1
12081,397609,277289,1
12082,397609,397603,1
12083,397609,397605,1
12084,397610,83245,1
12085,397610,157789,1
12086,397610,213743,1
12087,397610,397583,1
12088,397610,397604,1
12089,397610,397605,1
12090,397610,397606,1
12091,397611,23900,1
12092,397611,67438,1
12093,397611,397605,1
12094,397611,397608,1
12095,397611,397609,1
12096,397611,397610,1
12097,397612,197315,1
12098,397612,397606,1
12099,397612,397607,1
12100,397612,397609,1
12101,397612,397611,1
12102,397613,106543,1
12103,397613,119163,1
12104,397613,216121,1
12105,397613,397607,1
12106,397613,397608,1
12107,397613,397609,1
12108,397613,397610,1
12109,397613,397611,1
12110,397614,125054,1
12111,397614,212432,1
12112,397614,219111,1
12113,397614,260052,1
12114,397614,271536,1
12115,397614,305832,1
12116,397614,397608,1
12117,397614,397609,1
12118,397614,397610,1
12119,397614,397611,1
12120,397614,397612,1
12121,397615,139059,1
12122,397615,293655,1
12123,397615,397610,1
12124,397615,397611,1
12125,397615,397612,1
12126,397615,397613,1
12127,397616,163491,1
12128,397616,259330,1
12129,397616,397589,1
12130,397616,397610,1
12131,397616,397611,1
12132,397616,397612,1
12133,397616,397613,1
12134,397616,397615,1
12135,397617,118272,1
12136,397617,141516,1
12137,397617,284050,1
12138,397617,296636,1
12139,397617,397611,1
12140,397617,397612,1
12141,397617,397613,1
12142,397617,397615,1
12143,397618,24169,1
12144,397618,63506,1
12145,397618,213458,1
12146,397618,397612,1
12147,397618,397613,1
12148,397618,397614,1
12149,397618,397615,1
12150,397618,397616,1
12151,397618,397617,1
12152,397619,126806,1
12153,397619,213458,1
12154,397619,397613,1
12155,397619,397614,1
12156,397619,397615,1
12157,397619,397617,1
12158,397619,397618,1
12159,397620,20530,1
12160,397620,66478,1
12161,397620,397615,1
12162,397620,397616,1
12163,397620,397617,1
12164,397620,397618,1
12165,397621,136161,1
12166,397621,178019,1
12167,397621,193961,1
12168,397621,213458,1
12169,397621,397607,1
12170,397621,397615,1
12171,397621,397616,1
12172,397621,397617,1
12173,397621,397618,1
12174,397621,397619,1
12175,397621,397620,1
12176,397622,10777,1
12177,397622,118272,1
12178,397622,213458,1
12179,397622,397616,1
12180,397622,397617,1
12181,397622,397618,1
12182,397622,397619,1
12183,397622,397620,1
12184,397623,1728,1
12185,397623,92512,1
12186,397623,213458,1
12187,397623,397619,1
12188,397623,397620,1
12189,397623,397621,1
12190,397623,397622,1
12191,397624,67289,1
12192,397624,88731,1
12193,397624,287953,1
12194,397624,305169,1
12195,397624,397619,1
12196,397624,397620,1
12197,397624,397621,1
12198,397624,397622,1
12199,397624,397623,1
12200,397625,4337,1
12201,397625,21855,1
12202,397625,128976,1
12203,397625,213458,1
12204,397625,284591,1
12205,397625,397620,1
12206,397625,397622,1
12207,397625,397623,1
12208,397626,211880,1
12209,397626,245207,1
12210,397626,397583,1
12211,397626,397621,1
12212,397626,397622,1
12213,397626,397624,1
12214,397627,58677,1
12215,397627,196831,1
12216,397627,213458,1
12217,397627,286572,1
12218,397627,289210,1
12219,397627,397622,1
12220,397627,397623,1
12221,397627,397624,1
12222,397627,397625,1
12223,397627,397626,1
12224,397628,125691,1
12225,397628,213458,1
12226,397628,241918,1
12227,397628,283593,1
12228,397628,397623,1
12229,397628,397626,1
12230,397628,397627,1
12231,397629,139577,1
12232,397629,213458,1
12233,397629,251687,1
12234,397629,397625,1
12235,397629,397626,1
12236,397629,397627,1
12237,397629,397628,1
12238,397630,136161,1
12239,397630,397589,1
12240,397630,397624,1
12241,397630,397626,1
12242,397630,397627,1
12243,397630,397628,1
12244,397631,46202,1
12245,397631,239651,1
12246,397631,397625,1
12247,397631,397626,1
12248,397631,397627,1
12249,397631,397628,1
12250,397631,397629,1
12251,397631,397630,1
12252,397632,201480,1
12253,397632,223121,1
12254,397632,239714,1
12255,397632,265223,1
12256,397632,397597,1
12257,397632,397628,1
12258,397632,397629,1
12259,397632,397630,1
12260,397632,397631,1
12261,397633,23900,1
12262,397633,111307,1
12263,397633,254359,1
12264,397633,309315,1
12265,397633,397627,1
12266,397633,397629,1
12267,397633,397630,1
12268,397633,397631,1
12269,397634,53941,1
12270,397634,177965,1
12271,397634,397628,1
12272,397634,397629,1
12273,397634,397630,1
12274,397634,397631,1
12275,397634,397633,1
12276,397635,5940,1
12277,397635,81399,1
12278,397635,219316,1
12279,397635,248491,1
12280,397635,397630,1
12281,397635,397631,1
12282,397635,397632,1
12283,397635,397634,1
12284,397636,5950,1
12285,397636,61213,1
12286,397636,160660,1
12287,397636,226690,1
12288,397636,397630,1
12289,397636,397631,1
12290,397636,397633,1
12291,397636,397635,1
12292,397637,29415,1
12293,397637,162373,1
12294,397637,246841,1
12295,397637,397631,1
12296,397637,397632,1
12297,397637,397633,1
12298,397637,397634,1
12299,397637,397636,1
12300,397638,8473,1
12301,397638,69636,1
12302,397638,157332,1
12303,397638,397632,1
12304,397638,397633,1
12305,397638,397634,1
12306,397638,397635,1
12307,397638,397636,1
12308,397638,397637,1
12309,397639,62567,1
12310,397639,89720,1
12311,397639,89988,1
12312,397639,397636,1
12313,397639,397637,1
12314,397640,249757,1
12315,397640,280340,1
12316,397640,293663,1
12317,397640,397620,1
12318,397640,397634,1
12319,397640,397637,1
12320,397640,397638,1
12321,397640,397639,1
12322,397641,63377,1
12323,397641,95297,1
12324,397641,196747,1
12325,397641,397637,1
12326,397641,397638,1
12327,397641,397639,1
12328,397642,260513,1
12329,397642,287815,1
12330,397642,397636,1
12331,397642,397637,1
12332,397642,397638,1
12333,397642,397639,1
12334,397642,397640,1
12335,397642,397641,1
12336,397643,82251,1
12337,397643,121384,1
12338,397643,141516,1
12339,397643,197129,1
12340,397643,397637,1
12341,397643,397638,1
12342,397643,397641,1
12343,397643,397642,1
12344,397644,82251,1
12345,397644,139577,1
12346,397644,197129,1
12347,397644,234388,1
12348,397644,304587,1
12349,397644,397582,1
12350,397644,397641,1
12351,397644,397642,1
12352,397644,397643,1
12353,397645,63506,1
12354,397645,82251,1
12355,397645,170505,1
12356,397645,197129,1
12357,397645,283671,1
12358,397645,304587,1
12359,397645,397639,1
12360,397645,397640,1
12361,397645,397642,1
12362,397645,397643,1
12363,397646,82251,1
12364,397646,87498,1
12365,397646,170505,1
12366,397646,197129,1
12367,397646,304587,1
12368,397646,397640,1
12369,397646,397641,1
12370,397646,397642,1
12371,397646,397645,1
12372,397647,82251,1
12373,397647,87498,1
12374,397647,91949,1
12375,397647,140146,1
12376,397647,157612,1
12377,397647,197129,1
12378,397647,304587,1
12379,397647,397608,1
12380,397647,397641,1
12381,397647,397642,1
12382,397647,397643,1
12383,397647,397644,1
12384,397647,397645,1
12385,397647,397646,1
12386,397648,44301,1
12387,397648,98471,1
12388,397648,145331,1
12389,397648,186735,1
12390,397648,235990,1
12391,397648,241861,1
12392,397648,308105,1
12393,397649,4048,1
12394,397649,47098,1
12395,397649,98471,1
12396,397649,100233,1
12397,397649,206053,1
12398,397649,235990,1
12399,397649,397648,1
12400,397650,44301,1
12401,397650,47098,1
12402,397650,235990,1
12403,397650,236222,1
12404,397650,241861,1
12405,397650,253484,1
12406,397650,308105,1
12407,397650,397648,1
12408,397650,397649,1
12409,397651,15184,1
12410,397651,44301,1
12411,397651,47098,1
12412,397651,47260,1
12413,397651,241861,1
12414,397651,309666,1
12415,397651,397648,1
12416,397651,397649,1
12417,397651,397650,1
12418,397652,241861,1
12419,397652,245377,1
12420,397652,272602,1
12421,397652,397648,1
12422,397652,397649,1
12423,397652,397651,1
12424,397653,88347,1
12425,397653,235990,1
12426,397653,241861,1
12427,397653,302515,1
12428,397653,397648,1
12429,397653,397649,1
12430,397653,397652,1
12431,397654,181015,1
12432,397654,283753,1
12433,397654,309799,1
12434,397654,397648,1
12435,397654,397650,1
12436,397654,397651,1
12437,397654,397652,1
12438,397654,397653,1
12439,397655,141,1
12440,397655,49161,1
12441,397655,106836,1
12442,397655,193286,1
12443,397655,218768,1
12444,397655,247370,1
12445,397655,397649,1
12446,397655,397650,1
12447,397655,397651,1
12448,397655,397652,1
12449,397655,397653,1
12450,397656,188466,1
12451,397656,308105,1
12452,397656,397650,1
12453,397656,397651,1
12454,397656,397652,1
12455,397656,397654,1
12456,397656,397655,1
12457,397657,145031,1
12458,397657,397651,1
12459,397657,397652,1
12460,397657,397654,1
12461,397657,397655,1
12462,397657,397656,1
12463,397658,172393,1
12464,397658,244555,1
12465,397658,276308,1
12466,397658,397652,1
12467,397658,397653,1
12468,397658,397654,1
12469,397658,397655,1
12470,397659,46778,1
12471,397659,130689,1
12472,397659,192153,1
12473,397659,245016,1
12474,397659,397653,1
12475,397659,397654,1
12476,397659,397655,1
12477,397659,397656,1
12478,397659,397657,1
12479,397659,397658,1
12480,397660,46778,1
12481,397660,100233,1
12482,397660,206053,1
12483,397660,226432,1
12484,397660,309799,1
12485,397660,397650,1
12486,397660,397654,1
12487,397660,397655,1
12488,397660,397656,1
12489,397660,397657,1
12490,397660,397658,1
12491,397660,397659,1
12492,397661,26358,1
12493,397661,26714,1
12494,397661,46778,1
12495,397661,106252,1
12496,397661,195793,1
12497,397661,210133,1
12498,397661,397656,1
12499,397661,397657,1
12500,397661,397658,1
12501,397661,397659,1
12502,397662,23248,1
12503,397662,28732,1
12504,397662,49161,1
12505,397662,97392,1
12506,397662,106252,1
12507,397662,115895,1
12508,397662,191289,1
12509,397662,247370,1
12510,397662,283753,1
12511,397662,397656,1
12512,397662,397657,1
12513,397662,397659,1
12514,397662,397660,1
12515,397662,397661,1
12516,397663,12753,1
12517,397663,23248,1
12518,397663,46778,1
12519,397663,106252,1
12520,397663,167512,1
12521,397663,195793,1
12522,397663,308105,1
12523,397663,397657,1
12524,397663,397658,1
12525,397663,397659,1
12526,397663,397660,1
12527,397663,397661,1
12528,397663,397662,1
12529,397664,30131,1
12530,397664,34434,1
12531,397664,86502,1
12532,397664,109106,1
12533,397664,131129,1
12534,397664,162779,1
12535,397664,168241,1
12536,397664,168456,1
12537,397664,198142,1
12538,397664,217221,1
12539,397664,263021,1
12540,397664,280003,1
12541,397665,34434,1
12542,397665,60907,1
12543,397665,86502,1
12544,397665,109106,1
12545,397665,162779,1
12546,397665,168456,1
12547,397665,217221,1
12548,397665,257693,1
12549,397665,263021,1
12550,397665,280003,1
12551,397665,295334,1
12552,397665,397664,1
12553,397666,22729,1
12554,397666,66925,1
12555,397666,83653,1
12556,397666,95267,1
12557,397666,107137,1
12558,397666,116094,1
12559,397666,132526,1
12560,397666,182375,1
12561,397666,256982,1
12562,397666,257900,1
12563,397666,281996,1
12564,397666,296768,1
12565,397667,44764,1
12566,397667,107137,1
12567,397667,116094,1
12568,397667,132526,1
12569,397667,182375,1
12570,397667,201227,1
12571,397667,247477,1
12572,397667,256982,1
12573,397667,257900,1
12574,397668,66925,1
12575,397668,75102,1
12576,397668,107137,1
12577,397668,116094,1
12578,397668,132526,1
12579,397668,177450,1
12580,397668,207231,1
12581,397668,247477,1
12582,397668,256982,1
12583,397668,257900,1
12584,397668,296768,1
12585,397668,302969,1
12586,397668,306330,1
12587,397668,307004,1
12588,397668,397666,1
12589,397668,397667,1
12590,397669,44764,1
12591,397669,107137,1
12592,397669,132526,1
12593,397669,202805,1
12594,397669,234600,1
12595,397669,257900,1
12596,397669,291661,1
12597,397669,296768,1
12598,397669,302969,1
12599,397669,397666,1
12600,397669,397667,1
12601,397670,9704,1
12602,397670,40491,1
12603,397670,57183,1
12604,397670,77746,1
12605,397670,101815,1
12606,397670,113811,1
12607,397670,167033,1
12608,397670,172359,1
12609,397670,255194,1
12610,397670,281712,1
12611,397671,9704,1
12612,397671,77746,1
12613,397671,101815,1
12614,397671,167033,1
12615,397671,172254,1
12616,397671,172359,1
12617,397671,181398,1
12618,397671,255194,1
12619,397671,266770,1
12620,397671,281712,1
12621,397671,397670,1
12622,397672,77513,1
12623,397672,101815,1
12624,397672,113811,1
12625,397672,167033,1
12626,397672,172254,1
12627,397672,172359,1
12628,397672,181398,1
12629,397672,189337,1
12630,397672,250884,1
12631,397672,266770,1
12632,397672,287086,1
12633,397672,397670,1
12634,397672,397671,1
12635,397673,31941,1
12636,397673,43905,1
12637,397673,65719,1
12638,397673,145372,1
12639,397673,165948,1
12640,397673,202083,1
12641,397673,222917,1
12642,397673,255202,1
12643,397673,260454,1
12644,397674,31941,1
12645,397674,58398,1
12646,397674,97863,1
12647,397674,119974,1
12648,397674,145372,1
12649,397674,165948,1
12650,397674,202083,1
12651,397674,222917,1
12652,397674,255202,1
12653,397674,292814,1
12654,397674,397673,1
12655,397675,3196,1
12656,397675,21784,1
12657,397675,25147,1
12658,397675,66342,1
12659,397675,82954,1
12660,397675,97868,1
12661,397675,103593,1
12662,397675,192818,1
12663,397675,280947,1
12664,397675,307472,1
12665,397676,3196,1
12666,397676,25147,1
12667,397676,82954,1
12668,397676,103593,1
12669,397676,192818,1
12670,397676,198110,1
12671,397676,230447,1
12672,397676,280947,1
12673,397676,397675,1
12674,397677,25147,1
12675,397677,57687,1
12676,397677,66342,1
12677,397677,82954,1
12678,397677,103593,1
12679,397677,160643,1
12680,397677,192818,1
12681,397677,307472,1
12682,397677,397675,1
12683,397677,397676,1
12684,397678,35471,1
12685,397678,47054,1
12686,397678,61979,1
12687,397678,67430,1
12688,397678,101481,1
12689,397678,110185,1
12690,397678,110752,1
12691,397678,132202,1
12692,397678,169552,1
12693,397678,193603,1
12694,397678,258839,1
12695,397678,264196,1
12696,397678,273094,1
12697,397678,281096,1
12698,397679,36737,1
12699,397679,61979,1
12700,397679,101481,1
12701,397679,110185,1
12702,397679,110752,1
12703,397679,149073,1
12704,397679,169552,1
12705,397679,193603,1
12706,397679,258839,1
12707,397679,264098,1
12708,397679,273094,1
12709,397679,397678,1
12710,397680,68203,1
12711,397680,79099,1
12712,397680,80736,1
12713,397680,211821,1
12714,397680,280811,1
12715,397680,289592,1
12716,397680,302267,1
12717,397681,44000,1
12718,397681,79099,1
12719,397681,80736,1
12720,397681,192492,1
12721,397681,280811,1
12722,397681,289592,1
12723,397681,302267,1
12724,397681,397680,1
12725,397682,43709,1
12726,397682,44000,1
12727,397682,65885,1
12728,397682,80736,1
12729,397682,89834,1
12730,397682,106038,1
12731,397682,146723,1
12732,397682,192492,1
12733,397682,272039,1
12734,397682,280811,1
12735,397682,289592,1
12736,397682,397680,1
12737,397682,397681,1
12738,397683,33701,1
12739,397683,44000,1
12740,397683,79099,1
12741,397683,80736,1
12742,397683,89834,1
12743,397683,147970,1
12744,397683,256753,1
12745,397683,280811,1
12746,397683,289592,1
12747,397683,397680,1
12748,397683,397681,1
12749,397683,397682,1
12750,397684,21673,1
12751,397684,44000,1
12752,397684,68203,1
12753,397684,89834,1
12754,397684,146723,1
12755,397684,147970,1
12756,397684,287509,1
12757,397684,289592,1
12758,397684,397680,1
12759,397684,397681,1
12760,397684,397682,1
12761,397684,397683,1
12762,397685,43709,1
12763,397685,45988,1
